S.NO/Digits,Input State,APU,MAIN LG,2XA,22XN,BTC                           Lockout,BUS TIE PB                      10XU ,3XS,4XS,3XG,5XG,SMOKE Config Button    13XU,Gen1 Ready (10J),GEN1 PB ON,GEN2 Ready(10J),GEN2 PB ON
2124,212.4,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
2125,212.5,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
2126,212.6,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
2127,212.7,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
2128,212.8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2129,212.9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2130,213,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2131,213.1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
2132,213.2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
2133,213.3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
2134,213.4,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
2135,213.5,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1
2136,213.6,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
2137,213.7,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
2138,213.8,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
2139,213.9,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1
2140,214,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
2141,214.1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1
2142,214.2,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0
2143,214.3,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
2144,214.4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2145,214.5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2146,214.6,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
2147,214.7,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
2148,214.8,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
2149,214.9,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
2150,215,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
2151,215.1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
2152,215.2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
2153,215.3,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
2154,215.4,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
2155,215.5,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
2156,215.6,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
2157,215.7,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1
2158,215.8,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
2159,215.9,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
2160,216,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
2161,216.1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
2162,216.2,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
2163,216.3,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
2164,216.4,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
2165,216.5,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1
2166,216.6,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0
2167,216.7,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1
2168,216.8,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
2169,216.9,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1
2170,217,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
2171,217.1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1
2172,217.2,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
2173,217.3,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1
2174,217.4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
2175,217.5,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1
2176,217.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2177,217.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2178,217.8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2179,217.9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
2180,218,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2181,218.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
2182,218.2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
2183,218.3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
2184,218.4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2185,218.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2186,218.6,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2187,218.7,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
2188,218.8,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
2189,218.9,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
2190,219,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
2191,219.1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
2192,219.2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2193,219.3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2194,219.4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2195,219.5,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2196,219.6,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2197,219.7,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
2198,219.8,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
2199,219.9,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1
2200,220,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2201,220.1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
2202,220.2,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
2203,220.3,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1
2204,220.4,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
2205,220.5,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1
2206,220.6,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
2207,220.7,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
2208,220.8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2209,220.9,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2210,221,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
2211,221.1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
2212,221.2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2213,221.3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
2214,221.4,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
2215,221.5,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1
2216,221.6,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2217,221.7,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
2218,221.8,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
2219,221.9,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1
2220,222,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
2221,222.1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1
2222,222.2,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
2223,222.3,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
2224,222.4,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
2225,222.5,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
2226,222.6,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
2227,222.7,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1
2228,222.8,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
2229,222.9,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1
2230,223,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0
2231,223.1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1
2232,223.2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0
2233,223.3,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1
2234,223.4,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0
2235,223.5,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1
2236,223.6,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0
2237,223.7,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1
2238,223.8,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0
2239,223.9,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
2240,224,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2241,224.1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
2242,224.2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
2243,224.3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
2244,224.4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2245,224.5,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
2246,224.6,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
2247,224.7,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
2248,224.8,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
2249,224.9,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
2250,225,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
2251,225.1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
2252,225.2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
2253,225.3,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
2254,225.4,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0
2255,225.5,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
2256,225.6,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
2257,225.7,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
2258,225.8,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
2259,225.9,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
2260,226,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
2261,226.1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
2262,226.2,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0
2263,226.3,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1
2264,226.4,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
2265,226.5,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1
2266,226.6,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0
2267,226.7,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
2268,226.8,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
2269,226.9,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1
2270,227,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0
2271,227.1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
2272,227.2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
2273,227.3,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
2274,227.4,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
2275,227.5,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
2276,227.6,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
2277,227.7,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1
2278,227.8,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
2279,227.9,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1
2280,228,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
2281,228.1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
2282,228.2,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
2283,228.3,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
2284,228.4,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
2285,228.5,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
2286,228.6,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0
2287,228.7,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
2288,228.8,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
2289,228.9,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1
2290,229,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0
2291,229.1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
2292,229.2,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0
2293,229.3,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1
2294,229.4,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0
2295,229.5,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1
2296,229.6,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0
2297,229.7,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1
2298,229.8,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0
2299,229.9,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
2300,230,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
2301,230.1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1
2302,230.2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0
2303,230.3,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
2304,230.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2305,230.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2306,230.6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2307,230.7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
2308,230.8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2309,230.9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2310,231,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2311,231.1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
2312,231.2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2313,231.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2314,231.4,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2315,231.5,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
2316,231.6,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
2317,231.7,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
2318,231.8,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
2319,231.9,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
2320,232,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2321,232.1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2322,232.2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
2323,232.3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
2324,232.4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2325,232.5,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2326,232.6,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
2327,232.7,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
2328,232.8,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2329,232.9,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
2330,233,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
2331,233.1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1
2332,233.2,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0
2333,233.3,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
2334,233.4,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
2335,233.5,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1
2336,233.6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2337,233.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2338,233.8,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2339,233.9,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
2340,234,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2341,234.1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2342,234.2,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
2343,234.3,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
2344,234.4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2345,234.5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
2346,234.6,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
2347,234.7,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
2348,234.8,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
2349,234.9,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1
2350,235,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0
2351,235.1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1
2352,235.2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
2353,235.3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
2354,235.4,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
2355,235.5,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
2356,235.6,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
2357,235.7,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1
2358,235.8,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
2359,235.9,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1
2360,236,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
2361,236.1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
2362,236.2,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
2363,236.3,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1
2364,236.4,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0
2365,236.5,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1
2366,236.6,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
2367,236.7,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1
2368,236.8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2369,236.9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2370,237,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2371,237.1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
2372,237.2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2373,237.3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2374,237.4,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
2375,237.5,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
2376,237.6,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
2377,237.7,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2378,237.8,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
2379,237.9,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
2380,238,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
2381,238.1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1
2382,238.2,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0
2383,238.3,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
2384,238.4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
2385,238.5,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
2386,238.6,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
2387,238.7,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
2388,238.8,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
2389,238.9,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
2390,239,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
2391,239.1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
2392,239.2,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0
2393,239.3,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
2394,239.4,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
2395,239.5,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1
2396,239.6,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
2397,239.7,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1
2398,239.8,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
2399,239.9,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1
2400,240,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
2401,240.1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
2402,240.2,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
2403,240.3,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
2404,240.4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
2405,240.5,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
2406,240.6,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
2407,240.7,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1
2408,240.8,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
2409,240.9,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
2410,241,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
2411,241.1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
2412,241.2,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
2413,241.3,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1
2414,241.4,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
2415,241.5,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1
2416,241.6,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
2417,241.7,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1
2418,241.8,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0
2419,241.9,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1
2420,242,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
2421,242.1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1
2422,242.2,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0
2423,242.3,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1
2424,242.4,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0
2425,242.5,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1
2426,242.6,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0
2427,242.7,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1
2428,242.8,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0
2429,242.9,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1
2430,243,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0
2431,243.1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1
2432,243.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2433,243.3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
2434,243.4,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2435,243.5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
2436,243.6,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
2437,243.7,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2438,243.8,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
2439,243.9,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1
2440,244,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
2441,244.1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
2442,244.2,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
2443,244.3,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
2444,244.4,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
2445,244.5,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1
2446,244.6,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0
2447,244.7,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1
2448,244.8,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
2449,244.9,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
2450,245,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
2451,245.1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1
2452,245.2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
2453,245.3,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
2454,245.4,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
2455,245.5,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1
2456,245.6,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0
2457,245.7,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
2458,245.8,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
2459,245.9,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1
2460,246,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0
2461,246.1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1
2462,246.2,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0
2463,246.3,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1
2464,246.4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
2465,246.5,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
2466,246.6,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
2467,246.7,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1
2468,246.8,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
2469,246.9,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1
2470,247,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
2471,247.1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1
2472,247.2,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
2473,247.3,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
2474,247.4,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
2475,247.5,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
2476,247.6,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
2477,247.7,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1
2478,247.8,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
2479,247.9,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
2480,248,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0
2481,248.1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1
2482,248.2,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0
2483,248.3,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1
2484,248.4,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0
2485,248.5,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1
2486,248.6,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0
2487,248.7,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1
2488,248.8,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0
2489,248.9,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1
2490,249,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0
2491,249.1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1
2492,249.2,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
2493,249.3,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1
2494,249.4,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0
2495,249.5,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
2496,249.6,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
2497,249.7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
2498,249.8,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
2499,249.9,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1
