S.NO/Digits,Input State,APU,MAIN LG,2XA,22XN,BTC                           Lockout,BUS TIE PB                      10XU ,3XS,4XS,3XG,5XG,SMOKE Config Button    13XU,Gen1 Ready (10J),GEN1 PB ON,GEN2 Ready(10J),GEN2 PB ON
24127,2412.7,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1
24128,2412.8,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
24129,2412.9,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1
24130,2413,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0
24131,2413.1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1
24132,2413.2,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0
24133,2413.3,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1
24134,2413.4,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0
24135,2413.5,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
24136,2413.6,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
24137,2413.7,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1
24138,2413.8,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0
24139,2413.9,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1
24140,2414,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0
24141,2414.1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1
24142,2414.2,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0
24143,2414.3,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1
24144,2414.4,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0
24145,2414.5,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1
24146,2414.6,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0
24147,2414.7,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
24148,2414.8,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0
24149,2414.9,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1
24150,2415,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0
24151,2415.1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
24152,2415.2,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
24153,2415.3,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1
24154,2415.4,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0
24155,2415.5,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1
24156,2415.6,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0
24157,2415.7,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1
24158,2415.8,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
24159,2415.9,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
24160,2416,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0
24161,2416.1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1
24162,2416.2,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0
24163,2416.3,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1
24164,2416.4,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0
24165,2416.5,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1
24166,2416.6,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0
24167,2416.7,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1
24168,2416.8,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0
24169,2416.9,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1
24170,2417,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0
24171,2417.1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1
24172,2417.2,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0
24173,2417.3,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1
24174,2417.4,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0
24175,2417.5,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1
24176,2417.6,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0
24177,2417.7,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1
24178,2417.8,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0
24179,2417.9,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
24180,2418,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0
24181,2418.1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1
24182,2418.2,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0
24183,2418.3,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
24184,2418.4,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0
24185,2418.5,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1
24186,2418.6,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0
24187,2418.7,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1
24188,2418.8,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0
24189,2418.9,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1
24190,2419,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0
24191,2419.1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
24192,2419.2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
24193,2419.3,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
24194,2419.4,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0
24195,2419.5,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1
24196,2419.6,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0
24197,2419.7,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1
24198,2419.8,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0
24199,2419.9,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1
24200,2420,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0
24201,2420.1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1
24202,2420.2,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0
24203,2420.3,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1
24204,2420.4,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0
24205,2420.5,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1
24206,2420.6,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0
24207,2420.7,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1
24208,2420.8,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0
24209,2420.9,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1
24210,2421,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0
24211,2421.1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1
24212,2421.2,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0
24213,2421.3,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1
24214,2421.4,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
24215,2421.5,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1
24216,2421.6,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0
24217,2421.7,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1
24218,2421.8,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0
24219,2421.9,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1
24220,2422,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0
24221,2422.1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1
24222,2422.2,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0
24223,2422.3,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1
24224,2422.4,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0
24225,2422.5,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
24226,2422.6,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0
24227,2422.7,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1
24228,2422.8,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0
24229,2422.9,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1
24230,2423,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0
24231,2423.1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
24232,2423.2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0
24233,2423.3,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1
24234,2423.4,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0
24235,2423.5,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1
24236,2423.6,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0
24237,2423.7,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1
24238,2423.8,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
24239,2423.9,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1
24240,2424,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
24241,2424.1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1
24242,2424.2,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0
24243,2424.3,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1
24244,2424.4,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0
24245,2424.5,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1
24246,2424.6,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0
24247,2424.7,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1
24248,2424.8,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0
24249,2424.9,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1
24250,2425,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0
24251,2425.1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1
24252,2425.2,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0
24253,2425.3,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
24254,2425.4,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0
24255,2425.5,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
24256,2425.6,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
24257,2425.7,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1
24258,2425.8,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
24259,2425.9,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
24260,2426,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0
24261,2426.1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1
24262,2426.2,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
24263,2426.3,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1
24264,2426.4,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0
24265,2426.5,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1
24266,2426.6,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
24267,2426.7,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1
24268,2426.8,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0
24269,2426.9,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1
24270,2427,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0
24271,2427.1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1
24272,2427.2,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0
24273,2427.3,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1
24274,2427.4,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0
24275,2427.5,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
24276,2427.6,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0
24277,2427.7,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1
24278,2427.8,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0
24279,2427.9,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
24280,2428,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0
24281,2428.1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1
24282,2428.2,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0
24283,2428.3,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1
24284,2428.4,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0
24285,2428.5,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1
24286,2428.6,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
24287,2428.7,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
24288,2428.8,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
24289,2428.9,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1
24290,2429,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0
24291,2429.1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1
24292,2429.2,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0
24293,2429.3,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1
24294,2429.4,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0
24295,2429.5,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1
24296,2429.6,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
24297,2429.7,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1
24298,2429.8,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0
24299,2429.9,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
24300,2430,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0
24301,2430.1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1
24302,2430.2,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0
24303,2430.3,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
24304,2430.4,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0
24305,2430.5,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1
24306,2430.6,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0
24307,2430.7,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1
24308,2430.8,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0
24309,2430.9,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1
24310,2431,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0
24311,2431.1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
24312,2431.2,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0
24313,2431.3,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1
24314,2431.4,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0
24315,2431.5,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
24316,2431.6,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0
24317,2431.7,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
24318,2431.8,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
24319,2431.9,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
24320,2432,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
24321,2432.1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
24322,2432.2,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
24323,2432.3,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
24324,2432.4,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
24325,2432.5,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1
24326,2432.6,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
24327,2432.7,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
24328,2432.8,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
24329,2432.9,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
24330,2433,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0
24331,2433.1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
24332,2433.2,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0
24333,2433.3,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1
24334,2433.4,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
24335,2433.5,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
24336,2433.6,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
24337,2433.7,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
24338,2433.8,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
24339,2433.9,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
24340,2434,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0
24341,2434.1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1
24342,2434.2,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0
24343,2434.3,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1
24344,2434.4,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0
24345,2434.5,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
24346,2434.6,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0
24347,2434.7,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
24348,2434.8,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0
24349,2434.9,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1
24350,2435,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0
24351,2435.1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
24352,2435.2,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
24353,2435.3,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1
24354,2435.4,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0
24355,2435.5,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
24356,2435.6,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0
24357,2435.7,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1
24358,2435.8,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0
24359,2435.9,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
24360,2436,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0
24361,2436.1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1
24362,2436.2,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0
24363,2436.3,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1
24364,2436.4,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0
24365,2436.5,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1
24366,2436.6,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
24367,2436.7,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
24368,2436.8,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
24369,2436.9,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1
24370,2437,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0
24371,2437.1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1
24372,2437.2,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0
24373,2437.3,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1
24374,2437.4,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0
24375,2437.5,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1
24376,2437.6,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0
24377,2437.7,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1
24378,2437.8,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0
24379,2437.9,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1
24380,2438,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0
24381,2438.1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1
24382,2438.2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0
24383,2438.3,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
24384,2438.4,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
24385,2438.5,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1
24386,2438.6,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0
24387,2438.7,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1
24388,2438.8,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0
24389,2438.9,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1
24390,2439,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
24391,2439.1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
24392,2439.2,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0
24393,2439.3,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
24394,2439.4,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0
24395,2439.5,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
24396,2439.6,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0
24397,2439.7,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1
24398,2439.8,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0
24399,2439.9,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
24400,2440,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
24401,2440.1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
24402,2440.2,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0
24403,2440.3,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1
24404,2440.4,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0
24405,2440.5,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1
24406,2440.6,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0
24407,2440.7,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
24408,2440.8,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
24409,2440.9,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1
24410,2441,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0
24411,2441.1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1
24412,2441.2,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0
24413,2441.3,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1
24414,2441.4,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0
24415,2441.5,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
24416,2441.6,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0
24417,2441.7,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1
24418,2441.8,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0
24419,2441.9,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1
24420,2442,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0
24421,2442.1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1
24422,2442.2,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0
24423,2442.3,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
24424,2442.4,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0
24425,2442.5,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1
24426,2442.6,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0
24427,2442.7,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
24428,2442.8,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0
24429,2442.9,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1
24430,2443,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0
24431,2443.1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
24432,2443.2,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0
24433,2443.3,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1
24434,2443.4,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0
24435,2443.5,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
24436,2443.6,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0
24437,2443.7,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1
24438,2443.8,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
24439,2443.9,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
24440,2444,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
24441,2444.1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
24442,2444.2,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0
24443,2444.3,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
24444,2444.4,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0
24445,2444.5,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
24446,2444.6,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0
24447,2444.7,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
24448,2444.8,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
24449,2444.9,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1
24450,2445,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0
24451,2445.1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
24452,2445.2,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0
24453,2445.3,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1
24454,2445.4,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0
24455,2445.5,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
24456,2445.6,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0
24457,2445.7,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1
24458,2445.8,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0
24459,2445.9,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
24460,2446,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0
24461,2446.1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1
24462,2446.2,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0
24463,2446.3,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
24464,2446.4,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
24465,2446.5,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
24466,2446.6,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0
24467,2446.7,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
24468,2446.8,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0
24469,2446.9,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1
24470,2447,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
24471,2447.1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
24472,2447.2,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0
24473,2447.3,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1
24474,2447.4,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0
24475,2447.5,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
24476,2447.6,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0
24477,2447.7,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
24478,2447.8,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0
24479,2447.9,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
24480,2448,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0
24481,2448.1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1
24482,2448.2,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
24483,2448.3,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
24484,2448.4,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
24485,2448.5,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1
24486,2448.6,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
24487,2448.7,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
24488,2448.8,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0
24489,2448.9,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1
24490,2449,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0
24491,2449.1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1
24492,2449.2,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0
